Open,High,Low,Close,Volume,Date,POSITIONS,COST,ASSETS,PERCENTAGE
123.4,123.8,119.2,120.64,318147,2018-05-30,101.0,12452.000000000002,12463.400000000001,1.0009155155798266
121.56,125.36,120.28,122.24,474861,2018-05-31,101.0,12452.000000000002,12277.56,0.98599100546097
117.2,117.56,115.16,117.12,360543,2018-06-01,101.0,12452.000000000002,11837.2,0.9506264053967234
114.48,114.88,111.96,112.2,205751,2018-06-04,105.0,12909.920000000002,12020.4,0.9310979463854151
112.16,113.4,110.6,110.96,206420,2018-06-05,105.0,12909.920000000002,11776.8,0.9122287357319021
110.0,110.4,106.56,106.72,253229,2018-06-06,105.0,12909.920000000002,11550.0,0.8946608499510452
106.16,112.0,106.0,108.28,391464,2018-06-07,105.0,12909.920000000002,11146.8,0.8634290530072997
110.44,110.8,107.04,107.56,300531,2018-06-08,105.0,12909.920000000002,11596.199999999999,0.8982394933508494
107.84,108.2,105.4,106.08,288079,2018-06-11,109.0,13341.280000000002,11754.56,0.8810668841370541
105.2,107.04,104.6,105.6,170460,2018-06-12,109.0,13341.280000000002,11466.800000000001,0.8594977393473489
104.28,107.12,103.88,107.0,234825,2018-06-13,109.0,13341.280000000002,11366.52,0.8519812191933607
103.96,105.08,102.16,103.6,370712,2018-06-14,109.0,13341.280000000002,11331.64,0.849366777400669
105.52,107.39,104.08,104.48,328767,2018-06-15,109.0,13341.280000000002,11501.68,0.8621121811400404
107.52,109.04,102.96,103.16,306997,2018-06-18,113.0,13771.360000000002,12149.76,0.8822483763404629
110.08,111.96,107.11,108.16,510073,2018-06-19,113.0,13771.360000000002,12439.039999999999,0.9032542900628548
106.0,106.28,104.52,105.76,279407,2018-06-20,113.0,13771.360000000002,11978.0,0.8697761150677927
106.4,114.96,106.32,112.72,531052,2018-06-21,113.0,13771.360000000002,12023.2,0.8730582890869165
109.0,110.77,108.0,109.68,262834,2018-06-22,113.0,13771.360000000002,12317.0,0.8943924202112208
112.92,131.15,112.92,125.68,932190,2018-06-25,117.0,14223.040000000003,13211.64,0.9288900263234862
120.56,124.96,117.96,120.52,454894,2018-06-26,117.0,14223.040000000003,14105.52,0.991737350102369
119.32,130.12,116.24,127.4,633950,2018-06-27,117.0,14223.040000000003,13960.439999999999,0.9815369991225502
128.28,133.68,123.68,125.48,608413,2018-06-28,117.0,14223.040000000003,15008.76,1.05524276104124
121.12,122.28,118.04,122.08,463989,2018-06-29,117.0,14223.040000000003,14171.04,0.9963439602222871
128.0,129.44,122.2,122.68,372034,2018-07-02,120.0,14607.040000000003,15360.0,1.0515477468398797
119.72,124.64,118.76,123.64,254310,2018-07-03,120.0,14607.040000000003,14366.4,0.983525751966175
120.32,123.56,118.96,119.08,428000,2018-07-05,120.0,14607.040000000003,14438.4,0.988454882029487
119.16,119.36,112.64,113.12,464332,2018-07-06,120.0,14607.040000000003,14299.199999999999,0.9789252305737505
110.04,110.12,106.36,107.04,535701,2018-07-09,124.0,15047.200000000003,13644.960000000001,0.9068105694082619
106.12,108.16,104.76,105.04,619102,2018-07-10,124.0,15047.200000000003,13158.880000000001,0.8745068850018607
110.16,110.48,107.0,108.56,496790,2018-07-11,124.0,15047.200000000003,13659.84,0.907799457706417
106.32,107.76,104.62,104.76,420128,2018-07-12,124.0,15047.200000000003,13183.679999999998,0.8761550321654524
105.88,106.72,103.42,103.68,395042,2018-07-13,124.0,15047.200000000003,13129.119999999999,0.8725291084055503
103.2,104.84,102.28,103.0,361707,2018-07-16,128.0,15460.000000000002,13209.6,0.854437257438551
